datetime,location,temperature_C,feels_like_C,humidity_%,dew_point_C,pressure_hPa,wind_speed_kmph,wind_direction_deg,cloud_cover_%,uv_index,solar_radiation_Wm2,precipitation_mm,visibility_km,weather_condition,is_daytime,season,holiday_flag
2025-03-28 04:00:00,New Delhi,36.9,37.27032418491527,64,29.7,1012.0,19.7,209,97,0,0.0,0.0,5.2,Clear,0,Spring,0
2025-03-28 05:00:00,New Delhi,25.9,26.8218267079889,60,17.9,1012.2,14.8,310,50,11,0.0,0.0,7.5,Sunny,0,Spring,0
2025-03-28 06:00:00,New Delhi,34.4,34.906771610944396,51,24.6,1013.0,17.4,178,42,8,764.2,0.0,7.9,Clear,1,Spring,0
2025-03-28 07:00:00,New Delhi,22.3,23.101556628147517,100,22.3,1008.9,16.5,310,51,5,357.6,0.0,7.5,Clear,1,Spring,0
2025-03-28 08:00:00,New Delhi,21.7,22.37936526733838,42,10.1,1007.6,9.1,126,97,2,549.6,0.0,5.2,Fog,1,Spring,0
2025-03-28 09:00:00,New Delhi,24.1,25.849057682221325,49,13.9,1008.8,6.7,336,2,1,504.0,0.0,9.9,Rain,1,Spring,0
2025-03-28 10:00:00,New Delhi,35.3,36.11810083740398,84,32.1,1013.1,12.9,353,61,0,465.8,0.0,7.0,Thunderstorm,1,Spring,0
2025-03-28 11:00:00,New Delhi,28.8,30.042897429434444,33,15.4,1010.5,15.0,339,47,7,429.7,0.1,7.7,Sunny,1,Spring,0
2025-03-28 12:00:00,New Delhi,26.1,27.062281255581343,90,24.1,1004.0,19.3,271,81,6,446.7,0.0,6.0,Sunny,1,Spring,0
2025-03-28 13:00:00,New Delhi,27.6,28.97579745106169,66,20.8,1006.6,15.1,335,2,11,652.7,0.0,9.9,Rain,1,Spring,0
2025-03-28 14:00:00,New Delhi,29.3,30.897378213281876,46,18.5,1005.6,13.0,334,2,4,788.0,0.0,9.9,Thunderstorm,1,Spring,0
2025-03-28 15:00:00,New Delhi,29.8,30.853654646665213,40,17.8,1016.7,3.3,50,60,1,314.6,0.0,7.0,Clear,1,Spring,0
2025-03-28 16:00:00,New Delhi,26.3,27.32784994981505,74,21.1,1005.4,20.5,169,82,4,442.7,0.0,5.9,Thunderstorm,1,Spring,0
2025-03-28 17:00:00,New Delhi,29.1,29.96397846546248,64,21.9,1001.8,11.0,197,92,4,421.7,0.0,5.4,Thunderstorm,1,Spring,0
2025-03-28 18:00:00,New Delhi,24.2,24.565541255249155,55,15.2,1007.9,17.6,70,13,5,652.2,0.0,9.3,Rain,1,Spring,0
2025-03-28 19:00:00,New Delhi,34.7,36.11017835369889,55,25.7,1007.1,25.4,114,23,5,0.0,0.0,8.8,Cloudy,0,Spring,0
2025-03-28 20:00:00,New Delhi,31.1,32.18305507821278,81,27.3,1002.2,10.0,139,90,5,0.0,0.0,5.5,Thunderstorm,0,Spring,0
2025-03-28 21:00:00,New Delhi,28.3,28.790378008450883,66,21.5,1003.6,21.0,149,78,8,0.0,0.0,6.1,Cloudy,0,Spring,0
2025-03-28 22:00:00,New Delhi,21.6,22.434102692268993,71,15.8,1011.0,20.3,106,87,6,0.0,0.0,5.7,Thunderstorm,0,Spring,0
2025-03-28 23:00:00,New Delhi,28.5,29.996352055636045,42,16.9,1003.4,19.5,165,27,4,0.0,0.0,8.7,Clear,0,Spring,0
2025-03-29 00:00:00,New Delhi,24.4,26.184490535318968,41,12.6,1015.1,14.5,113,18,1,0.0,0.0,9.1,Thunderstorm,0,Spring,0
2025-03-29 01:00:00,New Delhi,22.6,24.414163906719253,75,17.6,1005.7,23.3,16,99,1,0.0,0.0,5.0,Cloudy,0,Spring,0
2025-03-29 02:00:00,New Delhi,32.2,32.436223795032475,79,28.0,1018.7,16.8,38,17,5,0.0,0.0,9.2,Sunny,0,Spring,0
2025-03-29 03:00:00,New Delhi,16.4,17.0586923827355,73,11.0,1008.8,13.6,305,75,3,0.0,0.6,6.2,Fog,0,Spring,0
2025-03-29 04:00:00,New Delhi,16.4,17.544414432005905,84,13.2,1016.0,0.6,273,72,4,0.0,0.0,6.4,Thunderstorm,0,Spring,0
2025-03-29 05:00:00,New Delhi,19.3,20.355987257293403,88,16.9,1004.1,11.0,156,44,3,0.0,0.0,7.8,Fog,0,Spring,0
2025-03-29 06:00:00,New Delhi,34.1,35.42355531138301,83,30.7,1009.3,9.7,261,37,2,437.3,0.0,8.2,Fog,1,Spring,0
2025-03-29 07:00:00,New Delhi,26.1,27.282682106409524,81,22.3,1005.5,15.1,134,27,5,547.5,0.0,8.7,Sunny,1,Spring,0
2025-03-29 08:00:00,New Delhi,26.7,27.351837436982205,49,16.5,1012.8,3.0,350,13,2,617.6,0.0,9.3,Fog,1,Spring,0
2025-03-29 09:00:00,New Delhi,25.3,26.046333534762322,71,19.5,1019.6,10.6,39,30,5,475.9,0.0,8.5,Rain,1,Spring,0
2025-03-29 10:00:00,New Delhi,28.1,29.939278688362382,91,26.3,1008.4,13.2,36,79,0,337.9,0.0,6.0,Cloudy,1,Spring,0
2025-03-29 11:00:00,New Delhi,31.6,31.93163837640949,58,23.2,1001.0,19.6,335,21,10,689.2,0.0,8.9,Rain,1,Spring,0
2025-03-29 12:00:00,New Delhi,25.0,26.135421776699026,97,24.4,1006.3,11.3,197,32,9,686.2,0.0,8.4,Cloudy,1,Spring,0
2025-03-29 13:00:00,New Delhi,26.0,27.258582113133926,56,17.2,1014.0,11.5,355,27,10,511.7,0.0,8.7,Rain,1,Spring,0
2025-03-29 14:00:00,New Delhi,29.8,31.706413133979908,28,15.4,1007.7,8.9,55,41,7,525.7,0.0,8.0,Thunderstorm,1,Spring,0
2025-03-29 15:00:00,New Delhi,32.4,33.09382407082672,50,22.4,1014.5,15.0,328,18,7,584.4,0.3,9.1,Clear,1,Spring,0
2025-03-29 16:00:00,New Delhi,27.1,28.76543659498321,74,21.9,1005.9,12.2,204,50,8,674.5,0.0,7.5,Sunny,1,Spring,0
2025-03-29 17:00:00,New Delhi,22.1,22.86511600427549,70,16.1,1018.2,18.8,14,95,3,598.5,0.0,5.2,Cloudy,1,Spring,0
2025-03-29 18:00:00,New Delhi,23.8,24.163472447266575,76,19.0,1004.2,11.7,78,95,6,588.5,0.0,5.2,Clear,1,Spring,0
2025-03-29 19:00:00,New Delhi,20.9,22.128918830398757,62,13.3,1011.4,19.4,25,96,7,0.0,0.0,5.2,Fog,0,Spring,0
2025-03-29 20:00:00,New Delhi,24.2,26.283265241941844,78,19.8,1011.1,18.2,222,65,2,0.0,0.0,6.8,Clear,0,Spring,0
2025-03-29 21:00:00,New Delhi,25.1,26.163855367446025,81,21.3,1007.8,11.7,267,93,2,0.0,0.0,5.3,Thunderstorm,0,Spring,0
2025-03-29 22:00:00,New Delhi,27.7,28.339421062730153,57,19.1,1007.0,11.2,172,65,10,0.0,0.0,6.8,Clear,0,Spring,0
2025-03-29 23:00:00,New Delhi,34.0,35.13139024713543,68,27.6,1016.7,13.7,159,31,0,0.0,0.3,8.4,Fog,0,Spring,0
2025-03-30 00:00:00,New Delhi,26.1,28.11666172941797,66,19.3,1012.1,22.1,35,4,10,0.0,0.0,9.8,Thunderstorm,0,Spring,1
2025-03-30 01:00:00,New Delhi,25.6,26.319147320888217,45,14.6,1013.4,16.0,341,68,9,0.0,0.0,6.6,Clear,0,Spring,1
2025-03-30 02:00:00,New Delhi,24.0,25.279451913261312,60,16.0,1013.8,13.1,49,42,8,0.0,0.0,7.9,Sunny,0,Spring,1
2025-03-30 03:00:00,New Delhi,28.6,29.191396942202744,99,28.4,1013.8,18.3,145,25,2,0.0,0.0,8.8,Rain,0,Spring,1
2025-03-30 04:00:00,New Delhi,20.4,22.120388005214302,44,9.2,1008.1,17.6,105,5,9,0.0,0.0,9.8,Clear,0,Spring,1
2025-03-30 05:00:00,New Delhi,27.6,28.204488690687747,60,19.6,1012.9,15.5,162,68,11,0.0,0.0,6.6,Thunderstorm,0,Spring,1
2025-03-30 06:00:00,New Delhi,30.7,31.95003255456345,50,20.7,1012.6,18.2,212,70,5,561.9,0.0,6.5,Rain,1,Spring,1
2025-03-30 07:00:00,New Delhi,29.0,30.2279045227007,58,20.6,1004.0,14.4,80,83,0,631.2,0.0,5.8,Rain,1,Spring,1
2025-03-30 08:00:00,New Delhi,22.0,22.877045715062955,56,13.2,1010.5,19.5,303,2,6,413.4,0.0,9.9,Cloudy,1,Spring,1
2025-03-30 09:00:00,New Delhi,25.7,27.182098343853237,77,21.1,1019.4,17.7,54,38,4,511.3,0.0,8.1,Rain,1,Spring,1
2025-03-30 10:00:00,New Delhi,19.5,20.42731388611057,66,12.7,1014.1,12.8,49,72,5,493.4,0.1,6.4,Rain,1,Spring,1
2025-03-30 11:00:00,New Delhi,33.7,35.05234568838046,63,26.3,1005.4,18.6,271,41,9,279.2,0.0,8.0,Thunderstorm,1,Spring,1
2025-03-30 12:00:00,New Delhi,29.2,30.028802216778377,53,19.8,1001.6,18.2,61,39,9,821.4,0.0,8.1,Clear,1,Spring,1
2025-03-30 13:00:00,New Delhi,30.5,31.430246363687807,85,27.5,1009.5,14.4,289,48,10,535.7,0.0,7.6,Rain,1,Spring,1
2025-03-30 14:00:00,New Delhi,39.5,39.794423256187784,90,37.5,1017.3,14.8,56,18,9,790.0,0.0,9.1,Sunny,1,Spring,1
2025-03-30 15:00:00,New Delhi,33.0,34.314956767784295,79,28.8,1018.9,5.4,212,5,0,400.7,0.0,9.8,Sunny,1,Spring,1
2025-03-30 16:00:00,New Delhi,20.2,22.261120424134575,84,17.0,1011.2,20.5,13,2,2,640.5,0.0,9.9,Rain,1,Spring,1
2025-03-30 17:00:00,New Delhi,28.0,28.630041046238645,91,26.2,1008.0,14.8,161,43,9,378.8,0.0,7.8,Cloudy,1,Spring,1
2025-03-30 18:00:00,New Delhi,31.8,32.37718679339997,68,25.4,1010.4,9.2,265,90,7,377.8,0.0,5.5,Clear,1,Spring,1
2025-03-30 19:00:00,New Delhi,25.9,26.954174139847048,68,19.5,1007.2,16.9,305,91,5,0.0,0.0,5.5,Clear,0,Spring,1
2025-03-30 20:00:00,New Delhi,26.7,26.999296015275817,64,19.5,1019.9,13.0,291,17,10,0.0,0.0,9.2,Thunderstorm,0,Spring,1
2025-03-30 21:00:00,New Delhi,20.5,20.68892957392565,58,12.1,1014.6,15.0,58,58,1,0.0,0.0,7.1,Cloudy,0,Spring,1
2025-03-30 22:00:00,New Delhi,33.5,34.70677582121701,96,32.7,1015.2,16.8,227,46,3,0.0,0.0,7.7,Rain,0,Spring,1
2025-03-30 23:00:00,New Delhi,28.5,28.969433464564105,31,14.7,1009.8,13.8,244,71,1,0.0,0.0,6.5,Cloudy,0,Spring,1
2025-03-31 00:00:00,New Delhi,34.8,35.83895379452632,64,27.6,1008.0,22.7,162,12,1,0.0,0.0,9.4,Cloudy,0,Spring,0
2025-03-31 01:00:00,New Delhi,35.4,36.33371274324982,47,24.8,1012.6,13.1,96,72,6,0.0,0.0,6.4,Rain,0,Spring,0
2025-03-31 02:00:00,New Delhi,24.8,25.446667774162442,77,20.2,1015.9,25.7,68,67,11,0.0,0.0,6.7,Fog,0,Spring,0
2025-03-31 03:00:00,New Delhi,29.5,30.078680480121168,77,24.9,1005.6,18.8,140,7,6,0.0,0.0,9.7,Cloudy,0,Spring,0
2025-03-31 04:00:00,New Delhi,24.6,26.681473222437177,95,23.6,1011.6,20.3,294,87,2,0.0,0.0,5.7,Sunny,0,Spring,0
2025-03-31 05:00:00,New Delhi,27.6,28.876598801714895,44,16.4,1009.9,23.8,272,5,11,0.0,0.0,9.8,Fog,0,Spring,0
2025-03-31 06:00:00,New Delhi,35.7,36.13177545992421,86,32.9,1017.3,19.1,319,18,9,664.8,0.0,9.1,Thunderstorm,1,Spring,0
2025-03-31 07:00:00,New Delhi,21.5,22.126922148424853,78,17.1,1021.1,10.8,159,37,9,482.7,0.0,8.2,Thunderstorm,1,Spring,0
2025-03-31 08:00:00,New Delhi,17.8,18.539843206362864,72,12.2,1009.3,10.8,202,86,5,535.1,0.0,5.7,Thunderstorm,1,Spring,0
2025-03-31 09:00:00,New Delhi,24.6,25.234781018199996,38,12.2,1019.9,12.6,348,68,11,349.6,0.0,6.6,Cloudy,1,Spring,0
2025-03-31 10:00:00,New Delhi,35.6,37.58049496385272,74,30.4,1008.9,16.8,236,80,2,543.4,0.0,6.0,Fog,1,Spring,0
2025-03-31 11:00:00,New Delhi,23.7,24.262533533745376,56,14.9,1014.1,19.1,219,66,6,553.8,0.0,6.7,Thunderstorm,1,Spring,0
2025-03-31 12:00:00,New Delhi,22.0,22.39125146310583,74,16.8,998.9,20.5,256,21,9,414.5,0.0,8.9,Sunny,1,Spring,0
2025-03-31 13:00:00,New Delhi,28.3,29.314596742706804,90,26.3,1011.1,14.5,141,61,6,718.2,0.0,7.0,Thunderstorm,1,Spring,0
2025-03-31 14:00:00,New Delhi,43.3,43.478022165791494,58,34.9,1005.7,19.6,63,58,6,231.9,0.0,7.1,Thunderstorm,1,Spring,0
2025-03-31 15:00:00,New Delhi,27.7,28.630982698875176,55,18.7,1011.7,20.7,292,92,10,475.4,0.8,5.4,Rain,1,Spring,0
2025-03-31 16:00:00,New Delhi,29.3,29.914729268885324,69,23.1,1016.1,22.0,15,53,7,496.8,0.0,7.3,Rain,1,Spring,0
2025-03-31 17:00:00,New Delhi,32.3,33.802657494763025,44,21.1,1004.5,14.9,57,21,3,608.4,0.0,8.9,Thunderstorm,1,Spring,0
2025-03-31 18:00:00,New Delhi,25.5,26.43961742335291,51,15.7,1009.8,9.7,224,4,5,568.0,0.0,9.8,Sunny,1,Spring,0
2025-03-31 19:00:00,New Delhi,30.8,31.344342148418086,63,23.4,1013.3,10.8,29,68,3,0.0,0.0,6.6,Cloudy,0,Spring,0
2025-03-31 20:00:00,New Delhi,30.2,30.953943061711172,59,22.0,1016.4,14.5,343,28,6,0.0,0.0,8.6,Clear,0,Spring,0
2025-03-31 21:00:00,New Delhi,27.6,28.1161685858215,73,22.2,1009.3,17.2,236,93,8,0.0,0.0,5.3,Clear,0,Spring,0
2025-03-31 22:00:00,New Delhi,19.7,20.959476847095093,61,11.9,1014.1,10.1,223,96,2,0.0,0.0,5.2,Sunny,0,Spring,0
2025-03-31 23:00:00,New Delhi,31.8,33.444718948042485,48,21.4,1014.1,16.4,105,40,6,0.0,0.0,8.0,Cloudy,0,Spring,0
2025-03-01 00:00:00,Mumbai,27.4,28.242009452126986,73,22.0,1010.1,19.3,308,29,9,0.0,0.0,8.6,Fog,0,Spring,0
2025-03-01 01:00:00,Mumbai,27.1,27.7102436584614,78,22.7,1015.6,9.8,244,47,10,0.0,0.0,7.7,Rain,0,Spring,0
2025-03-01 02:00:00,Mumbai,29.5,30.330630786099334,90,27.5,1011.1,10.0,343,11,3,0.0,0.1,9.4,Sunny,0,Spring,0
2025-03-01 03:00:00,Mumbai,24.7,24.955152536911456,47,14.1,1009.8,26.7,210,94,3,0.0,0.0,5.3,Sunny,0,Spring,0
2025-03-01 04:00:00,Mumbai,33.3,34.1917953296961,100,33.3,1010.2,9.5,118,61,1,0.0,0.0,7.0,Rain,0,Spring,0
2025-03-01 05:00:00,Mumbai,30.3,32.04460808644623,66,23.5,1010.9,23.1,132,39,2,0.0,0.0,8.1,Cloudy,0,Spring,0
2025-03-01 06:00:00,Mumbai,21.6,21.95758481797653,100,21.6,1005.9,15.2,98,31,5,453.3,0.0,8.4,Sunny,1,Spring,0
2025-03-01 07:00:00,Mumbai,29.1,29.8605974189206,79,24.9,1020.2,20.5,178,20,11,733.0,0.0,9.0,Sunny,1,Spring,0
2025-03-01 08:00:00,Mumbai,35.2,36.2968609825982,70,29.2,1009.4,22.0,119,25,10,666.7,0.0,8.8,Thunderstorm,1,Spring,0
2025-03-01 09:00:00,Mumbai,26.5,27.329829939883226,54,17.3,1006.6,20.4,19,74,1,544.5,0.0,6.3,Sunny,1,Spring,0
2025-03-01 10:00:00,Mumbai,33.4,34.27476163716694,64,26.2,1007.1,17.1,9,90,9,579.3,0.0,5.5,Clear,1,Spring,0
2025-03-01 11:00:00,Mumbai,33.5,34.24707283687171,90,31.5,1010.8,16.0,322,80,11,404.4,0.0,6.0,Fog,1,Spring,0
2025-03-01 12:00:00,Mumbai,27.1,27.829203415299155,66,20.3,1009.2,12.2,122,30,11,395.1,0.0,8.5,Clear,1,Spring,0
2025-03-01 13:00:00,Mumbai,26.4,27.57914488434151,78,22.0,1000.0,19.5,144,60,10,492.3,0.1,7.0,Sunny,1,Spring,0
2025-03-01 14:00:00,Mumbai,27.6,28.508966728250595,63,20.2,1002.2,15.4,320,4,9,409.2,0.0,9.8,Rain,1,Spring,0
2025-03-01 15:00:00,Mumbai,29.5,30.72221349553556,67,22.9,1014.1,24.1,162,29,6,652.7,0.0,8.6,Fog,1,Spring,0
2025-03-01 16:00:00,Mumbai,23.2,23.41045027697338,89,21.0,1011.2,16.2,161,32,1,430.1,0.0,8.4,Rain,1,Spring,0
2025-03-01 17:00:00,Mumbai,38.8,39.1240273259874,57,30.2,1007.9,16.7,201,48,3,576.9,0.0,7.6,Clear,1,Spring,0
2025-03-01 18:00:00,Mumbai,24.8,25.50689428089137,54,15.6,1019.3,16.8,70,72,7,502.5,0.0,6.4,Rain,1,Spring,0
2025-03-01 19:00:00,Mumbai,21.8,23.278590526432126,66,15.0,1010.6,13.8,311,75,4,0.0,0.0,6.2,Rain,0,Spring,0
2025-03-01 20:00:00,Mumbai,30.1,31.32586382608825,43,18.7,1010.5,8.3,170,93,3,0.0,0.0,5.3,Fog,0,Spring,0
2025-03-01 21:00:00,Mumbai,38.5,39.69120138517942,56,29.7,1010.4,11.6,356,11,11,0.0,0.0,9.4,Sunny,0,Spring,0
2025-03-01 22:00:00,Mumbai,18.7,19.851750890545024,53,9.3,1005.9,13.3,299,34,9,0.0,0.0,8.3,Fog,0,Spring,0
2025-03-01 23:00:00,Mumbai,18.3,19.261128545621162,72,12.7,1014.0,13.3,137,30,0,0.0,0.1,8.5,Fog,0,Spring,0
2025-03-02 00:00:00,Mumbai,27.5,28.256656927038495,74,22.3,1005.1,13.4,17,93,0,0.0,0.0,5.3,Cloudy,0,Spring,1
2025-03-02 01:00:00,Mumbai,25.3,26.561203480271047,49,15.1,1018.6,8.3,66,37,9,0.0,0.0,8.2,Thunderstorm,0,Spring,1
2025-03-02 02:00:00,Mumbai,30.7,31.52058182919742,64,23.5,1017.5,17.1,25,97,3,0.0,0.0,5.2,Cloudy,0,Spring,1
2025-03-02 03:00:00,Mumbai,22.6,23.125143891066315,77,18.0,1002.2,22.3,73,31,3,0.0,0.0,8.4,Sunny,0,Spring,1
2025-03-02 04:00:00,Mumbai,23.9,24.589805897509137,97,23.3,1017.0,18.3,149,40,4,0.0,0.0,8.0,Thunderstorm,0,Spring,1
2025-03-02 05:00:00,Mumbai,19.2,20.15623386251628,71,13.4,1008.5,12.0,85,3,1,0.0,0.0,9.8,Fog,0,Spring,1
2025-03-02 06:00:00,Mumbai,29.0,29.641601434223332,49,18.8,1006.2,11.1,128,39,10,422.1,0.0,8.1,Clear,1,Spring,1
2025-03-02 07:00:00,Mumbai,22.9,23.81949973749045,75,17.9,1005.8,15.5,244,28,3,733.7,0.0,8.6,Sunny,1,Spring,1
2025-03-02 08:00:00,Mumbai,34.7,35.644515483683115,73,29.3,1004.8,14.1,7,78,6,539.7,0.0,6.1,Clear,1,Spring,1
2025-03-02 09:00:00,Mumbai,28.6,29.32871715980875,67,22.0,1003.6,16.5,265,50,0,236.3,0.0,7.5,Cloudy,1,Spring,1
2025-03-02 10:00:00,Mumbai,30.1,30.555786512284172,59,21.9,1015.7,16.2,264,47,7,535.9,0.0,7.7,Clear,1,Spring,1
2025-03-02 11:00:00,Mumbai,23.1,22.918108589189565,68,16.7,1012.8,13.8,116,40,2,686.5,0.0,8.0,Thunderstorm,1,Spring,1
2025-03-02 12:00:00,Mumbai,20.4,21.133922068634686,60,12.4,1010.0,5.0,219,1,7,404.7,0.0,9.9,Sunny,1,Spring,1
2025-03-02 13:00:00,Mumbai,28.8,29.71096394236044,70,22.8,1014.0,7.4,341,60,1,552.8,0.0,7.0,Clear,1,Spring,1
2025-03-02 14:00:00,Mumbai,27.0,27.719214810559045,65,20.0,1009.7,4.6,296,67,0,450.9,0.0,6.7,Clear,1,Spring,1
2025-03-02 15:00:00,Mumbai,25.2,27.042518174500504,67,18.6,1011.8,19.3,347,92,3,118.8,0.0,5.4,Rain,1,Spring,1
2025-03-02 16:00:00,Mumbai,23.3,24.766776067450866,56,14.5,1015.3,13.1,322,23,0,402.9,0.0,8.8,Rain,1,Spring,1
2025-03-02 17:00:00,Mumbai,35.6,37.42473081230279,81,31.8,1015.3,14.3,160,99,3,491.3,0.0,5.0,Sunny,1,Spring,1
2025-03-02 18:00:00,Mumbai,32.7,34.08790138760138,96,31.9,1021.8,21.6,58,55,7,476.2,1.1,7.2,Clear,1,Spring,1
2025-03-02 19:00:00,Mumbai,23.3,24.452673621955572,74,18.1,1012.7,23.3,221,51,3,0.0,0.0,7.5,Clear,0,Spring,1
2025-03-02 20:00:00,Mumbai,20.7,21.39623817413562,41,8.9,1002.8,12.9,202,8,0,0.0,0.0,9.6,Sunny,0,Spring,1
2025-03-02 21:00:00,Mumbai,25.8,25.926932830191888,74,20.6,1007.9,20.3,156,39,2,0.0,0.0,8.1,Fog,0,Spring,1
2025-03-02 22:00:00,Mumbai,29.5,30.571954679400836,80,25.5,1008.0,18.2,295,62,5,0.0,0.0,6.9,Fog,0,Spring,1
2025-03-02 23:00:00,Mumbai,35.4,36.49794355912048,83,32.0,1004.7,15.5,167,48,4,0.0,0.1,7.6,Cloudy,0,Spring,1
2025-03-03 00:00:00,Mumbai,25.8,27.371546938150942,41,14.0,1007.9,10.9,283,23,1,0.0,0.0,8.8,Sunny,0,Spring,0
2025-03-03 01:00:00,Mumbai,28.0,28.086935786078076,63,20.6,1009.7,11.2,42,53,6,0.0,0.0,7.3,Fog,0,Spring,0
2025-03-03 02:00:00,Mumbai,21.9,23.07800774405845,54,12.7,1013.0,9.0,342,37,1,0.0,0.0,8.2,Sunny,0,Spring,0
2025-03-03 03:00:00,Mumbai,36.1,37.257976893447825,66,29.3,1002.4,12.2,136,63,2,0.0,0.0,6.8,Clear,0,Spring,0
2025-03-03 04:00:00,Mumbai,19.2,20.234507230566464,77,14.6,1012.1,16.9,307,7,2,0.0,0.0,9.7,Thunderstorm,0,Spring,0
2025-03-03 05:00:00,Mumbai,26.2,27.022160484721002,45,15.2,1002.6,17.4,347,60,5,0.0,0.0,7.0,Rain,0,Spring,0
2025-03-03 06:00:00,Mumbai,20.4,20.96772018467025,79,16.2,996.6,12.9,216,81,11,516.4,0.0,6.0,Sunny,1,Spring,0
2025-03-03 07:00:00,Mumbai,24.9,25.676702572257604,76,20.1,1013.7,13.1,311,95,4,462.8,0.0,5.2,Rain,1,Spring,0
2025-03-03 08:00:00,Mumbai,32.6,33.44203591815196,62,25.0,1004.8,16.4,275,16,4,473.0,0.0,9.2,Cloudy,1,Spring,0
2025-03-03 09:00:00,Mumbai,29.6,29.769513609194803,58,21.2,1004.9,28.0,242,26,5,452.6,0.0,8.7,Fog,1,Spring,0
2025-03-03 10:00:00,Mumbai,27.4,28.07723564423933,71,21.6,1008.4,9.7,341,12,4,533.2,0.0,9.4,Rain,1,Spring,0
2025-03-03 11:00:00,Mumbai,32.8,33.74360929589668,72,27.2,1008.1,9.6,332,55,11,342.3,0.0,7.2,Thunderstorm,1,Spring,0
2025-03-03 12:00:00,Mumbai,29.3,30.410387552777653,38,16.9,1013.4,13.8,360,26,0,622.0,0.0,8.7,Rain,1,Spring,0
2025-03-03 13:00:00,Mumbai,28.6,28.86798311110764,62,21.0,1007.1,13.1,26,30,11,522.0,0.0,8.5,Rain,1,Spring,0
2025-03-03 14:00:00,Mumbai,29.7,30.661398622710994,75,24.7,993.5,15.9,213,33,10,517.2,0.0,8.3,Sunny,1,Spring,0
2025-03-03 15:00:00,Mumbai,19.6,20.685881901935137,66,12.8,1005.9,26.7,103,19,0,363.1,0.5,9.1,Clear,1,Spring,0
2025-03-03 16:00:00,Mumbai,20.8,22.615774819685107,55,11.8,1011.2,16.3,116,51,11,505.1,0.0,7.5,Thunderstorm,1,Spring,0
2025-03-03 17:00:00,Mumbai,33.0,34.39110426394985,54,23.8,1005.0,23.1,126,70,11,399.2,0.0,6.5,Clear,1,Spring,0
2025-03-03 18:00:00,Mumbai,29.8,30.6876098456012,80,25.8,1004.9,23.5,81,45,5,722.8,0.0,7.8,Fog,1,Spring,0
2025-03-03 19:00:00,Mumbai,24.1,25.04572559992812,51,14.3,1009.6,11.6,336,45,7,0.0,0.0,7.8,Rain,0,Spring,0
2025-03-03 20:00:00,Mumbai,31.0,32.28100771914812,100,31.0,1010.9,15.0,117,78,11,0.0,0.0,6.1,Thunderstorm,0,Spring,0
2025-03-03 21:00:00,Mumbai,27.1,27.276035788753717,59,18.9,1009.7,11.3,226,22,6,0.0,0.0,8.9,Cloudy,0,Spring,0
2025-03-03 22:00:00,Mumbai,28.2,28.719706166894046,86,25.4,1011.4,18.5,261,17,1,0.0,0.2,9.2,Thunderstorm,0,Spring,0
2025-03-03 23:00:00,Mumbai,17.5,19.05833970934784,66,10.7,1014.6,16.5,18,52,9,0.0,0.0,7.4,Clear,0,Spring,0
2025-03-04 00:00:00,Mumbai,29.9,31.49337179363573,62,22.3,1018.9,19.0,203,6,2,0.0,0.0,9.7,Rain,0,Spring,0
2025-03-04 01:00:00,Mumbai,27.7,29.34245552615096,33,14.3,1010.0,12.5,181,7,5,0.0,0.0,9.7,Fog,0,Spring,0
2025-03-04 02:00:00,Mumbai,32.0,33.31180187202205,52,22.4,1010.4,17.6,138,61,0,0.0,0.0,7.0,Sunny,0,Spring,0
2025-03-04 03:00:00,Mumbai,27.6,29.209218526703765,53,18.2,1011.9,12.5,339,31,4,0.0,0.0,8.4,Thunderstorm,0,Spring,0
2025-03-04 04:00:00,Mumbai,25.3,26.42080725733855,64,18.1,1013.3,10.7,9,89,11,0.0,0.0,5.5,Cloudy,0,Spring,0
2025-03-04 05:00:00,Mumbai,23.1,24.819245182985835,88,20.7,1011.0,17.2,279,94,4,0.0,0.3,5.3,Clear,0,Spring,0
2025-03-04 06:00:00,Mumbai,30.8,32.03094918866911,50,20.8,1013.6,23.0,242,74,5,485.7,0.0,6.3,Thunderstorm,1,Spring,0
2025-03-04 07:00:00,Mumbai,24.1,25.485433311836474,54,14.9,1017.7,6.0,71,51,3,590.6,0.0,7.5,Sunny,1,Spring,0
2025-03-04 08:00:00,Mumbai,26.3,26.057202724326896,46,15.5,1015.6,6.8,266,21,8,435.7,0.0,8.9,Rain,1,Spring,0
2025-03-04 09:00:00,Mumbai,28.7,29.650782455141304,59,20.5,1012.3,9.8,213,100,5,303.6,0.0,5.0,Rain,1,Spring,0
2025-03-04 10:00:00,Mumbai,32.6,34.49423954766555,59,24.4,1017.1,19.5,258,15,9,416.6,0.0,9.2,Cloudy,1,Spring,0
2025-03-04 11:00:00,Mumbai,32.9,33.96456889362517,64,25.7,1009.3,16.1,62,68,4,234.1,0.1,6.6,Clear,1,Spring,0
2025-03-04 12:00:00,Mumbai,30.0,30.1947351673412,49,19.8,1003.4,14.9,58,36,10,675.2,0.0,8.2,Fog,1,Spring,0
2025-03-04 13:00:00,Mumbai,31.0,32.08213710825845,45,20.0,1015.7,12.4,349,49,9,585.2,0.0,7.5,Cloudy,1,Spring,0
2025-03-04 14:00:00,Mumbai,29.8,31.45815794353171,65,22.8,1001.1,18.0,85,47,10,352.0,0.0,7.7,Fog,1,Spring,0
